"name","rating_count"
"Katani Dhaba (Sector 14)",500
"Chilli Chaats",500
"Apna Vaishno Dhaba",500
"Dominic Pizza (Sector 19)",500
"Shirdi Food & Snacks",500
"Nizam Rasoi Halal",500
"Little Curry",500
"Dr. Diet - Daily Healthy Diet",500
"Bikkgane Biryani",500
"Kailash Restaurant",500
"Al Azeem Dhaba",500
"Chandigarh Rasoi",500
"Roll Nation",500
"Dominick Pizza",500
"Flames",500
"Burgrill - The Win Win Burger",500
"National Bakers",500
"Pal Dhaba (151-152)",500
"Hasan Dhabha",500
"Kirman Kitchen",500
"Aaramam",500
"SRG",500
"KFC",500
"Taj Thalapakattu Biriyani",500
"Taj Restaurant",500
"LunchBox - Meals and Thalis",500
"The Red Box",500
"KFC",500
"Pizza Hut",500
"Faasos - Wraps & Rolls",500
"Anjappar",500
"Al Taj Family Restaurant",500
"Sri Motel Highway Jains",500
"Ambur Royal Biriyani",500
"KFC",500
"Subway",500
"Ambur Star Briyani",500
"Oven Story Pizza",500
"Ya Rahman Briyani",500
"The BVK Biryani (Bai Veetu Kalyanam)",500
"Moonlight Takeaway",500
"Gem Exprezz",500
"ORANGE WOK",500
"Vaishno Thali",500
"Sree Gupta Bhavan",500
"ARUSUVAI CAFE",500
"Ganga Sweets",500
"Fresh Baked Goodness",500
"Rayar's Mess",500
"Pizza Hut",500
"Mami Tiffen",500
"Palmshore",500
"Chai Kings",500
"Keventers - Milkshakes and Desserts",500
"NIC Natural Ice Creams",500
"A2B-veg",500
"Namma Veedu Vasanta Bhavan",500
"The Red Box",500
"Just 99Rs",500
"Junior Kuppanna",500
"Madurai Military Mess",500
"CURRY BOX",500
"WAAH HYDERABADI",500
"Pizza Hut",500
"Lassi Shop",500
"The Red Box",500
"Shri Rajasthani Dhaba",500
"AACHI NAMMA KITCHEN",500
"NIC Natural Ice Creams",500
"Subway",500
"Fruit Shop On Greams Road",500
"Dindigul Thalappakatti",500
"The Samosa Factory",500
"Meat And Eat",500
"Cafe Arabica",500
"Sri Ganesh Bhavan",500
"Malabar Point",500
"Italiano",500
"Little Hut (SHANTHI COLONY)",500
"Anjappar",500
"Cream Stone Ice Cream",500
"Bombay Kulfi",500
"Kim Ling",500
"Hot Breads",500
"Samco",500
"The Fat Boy",500
"Ramaas The Hyderabadi",500
"Kovai Alankar Vilas",500
"Little Hut  (6TH AVENUE)",500
"Halal Kattu Biryani",500
"Taco Bell",500
"udipi Shankar Bhavan",500
"The Cane Station",500
"Faasos - Wraps & Rolls",500
"Buhari Hotel - Chrompet",500
"Hot Chips",500
"Mughal Biriyani",500
"DOSA PLAZA",500
"Aazhi Seafood Mess",500
"Loiee Sweets & Snacks",500
"Fazari",500
"Copper Kitchen",500
"Dindigul Thalappakatti",500
"Domino's Pizza",500
"Wow! Momo",500
"Junior Kuppanna",500
"Unavey Marunthu",500
"Daalchini",500
"Subway",500
"Wow! China",500
"Anjappar",500
"Sri Annapoorna",500
"Hotel Bhojan - Pammal",500
"Kumarakom",500
"Salem RR Biriyani Unavagam",500
"HOTEL KEERTHANAS",500
"Jayaram Mittai",500
"Dindigul Thalappakatti",500
"Kovai Kitchen",500
"sathyam",500
"Naattarasan",500
"Oven Story Pizza",500
"Hot Chips",500
"Ambur Star Briyani",500
"Singapore Komala's",500
"SRM Chettinadu Unavagam",500
"The Red Box",500
"Hotel Sri Balaji Bhavan",500
"Nizam Biryani Catering",500
"KAKADA RAMPRASAD",500
"Chennai Woodlands - Since 1963",500
"Madurai Sri Thevar Hotel",500
"KFC",500
"New Hyderabad Biryani",500
"Subway",500
"Domino's Pizza",500
"Ganga Sweets",500
"KFC",500
"Data Udipi Hotel",500
"Dindigul Thalappakatti",500
"Buhari Hotel - Ashok Nagar",500
"Tibbs Frankie",500
"Kanji Kadai",500
"Bengali fun Foods",500
"EatFit",500
"Breakfast Express",500
"AMSAM",500
"Kadal Meen Unavagam",500
"Chai Truck",500
"Tharayil Kitchen",500
"Sree Gupta Bhavan",500
"Kumarakom",500
"The Arab story",500
"The Juice Box",500
"Double Roti",500
"Kake da Punjabi Dhabba",500
"The Royal's Biryani",500
"Wow! China",500
"Savoury Sea Shell",500
"The Old Mirchi Biryani",500
"The Belgian Waffle Co.",500
"Nithya Amirtham Sweets",500
"Hot Breads",500
"Anjappar",500
"Chai Kings",500
"Bombaysthan",500
"Buhari Vintage Hotel - Kilpauk",500
"Ponnusamy Hotel  Elite",500
"Bombay Halwa House",500
"Pizza Hut",500
"Fruit Shop On Greams Road",500
"The Delhi Dhaba-Veg",500
"Fusilli Reasons",500
"Hungsters",500
"Hotel Campus",500
"Pasta Brassiere",500
"Sri Balajee Bhavan",500
"Murugan Idli Shop",500
"The Red Box",500
"Krispy Kreme",500
"Udipi Hotel Maha Ganapathy",500
"NIC Natural Ice Creams",500
"Nithya Amirtham Sweets",500
"Faasos - Wraps & Rolls",500
"Hotel Pandia's",500
"Ramaas The Hyderabadi",500
"Parvathi Bavan Sweets",500
"Devar Hotel",500
"The Belgian Waffle Co.",500
"Lassi Shop",500
"Al Buhari",500
"SHAKES AND DESSERTS",500
"Chai Waale",500
"Sri Paarvathi Bavan Ssweets and Veg Restaurant",500
"Andhra Gunpowder",500
"Dindigul Thalappakatti",500
"Kamalambal's Veg - Since 1998",500
"homely",500
"Pizza Hut",500
"Sri Sindhu Bhavan",500
"Ganga Sweets & Restaurants",500
"Perambur Sri Srinivasa Sweets and Snacks",500
"Ammavin Aduppankarai",500
"Pally Tastei Food (Perambur)",500
"Aghraharam Perambur",500
"The Red Box",500
"Anjappar",500
"Murugan Idli Shop",500
"Meat and eat",500
"Hotel Sennthur",500
"Hotel Safari",500
"Writer's Cafe",500
"Wow! Momo",500
"Sathyam Cinemas",500
"Palm Jumeira",500
"Krispy Kreme",500
"Pizza Hut",500
"Hotel Saravana Bhavan",500
"Salem RR Biriyani Unavagam",500
"The Kati Roll Shop",500
"KFC",500
"Pizza Hut",500
"Loiee Sweets & Snacks",500
"Andhra Gunpowder",500
"Kwality Walls Frozen Dessert and Ice Cream Shop",500
"Salem RR Biriyani Unavagam",500
"Ganga Sweets",500
"Sri Amma Mess",500
"Hotel 5araipetty classic",500
"JUST 99rs",500
"SAADHAM",500
"Aruvi veg restaurant",500
"Dindigul Thalappakatti",500
"MADURAI RESTAURANTS",500
"Chai Truck",500
"Sri Ganesh Bhavan",500
"Rice N Noodle",500
"Hotel Annapoornaa",500
"Ganga Sweets",500
"Wow! Momo",500
"Karupaiya Chettinad Hotel",500
"Hungry Mode",500
"Chacma - Dieting Monkey",500
"The farmer",500
"Iyers Kitchen",500
"Wow! China",500
"Nellai Al - Niyaz",500
"Taco Bell",500
"UBQ by Barbeque Nation",500
"Kailash Parbat",500
"Anjappar",500
"Pind",500
"Rajdhani",500
"Nandhiniee Sweets",500
"Subway",500
"Junior Kuppanna",500
"EatFit",500
"Savoury Sea Shell",500
"Keventers - Milkshakes and Desserts",500
"Chai Kings",500
"Sree Gupta Bhavan",500
"Hot Chips",500
"HOTEL MILAN",500
"Salem RR Biriyani Unavagam",500
"Krispy Kreme",500
"Welcome Srinivasa",500
"The Belgian Waffle Cafe",500
"CakeZone",500
"Mummy Daddy Andhra Mess",500
"Khalids Biriyani",500
"Dindigul Thalappakatti",500
"The Belgian Waffle Co.",500
"Roll Baby Roll",500
"Yaa Mohaideen Biryani",500
"Breakfast Express",500
"Buhari",500
"The Belgian Waffle Co.",500
"The Samosa Factory",500
"Kurumbu aadu",500
"Toscano",500
"Twilight Takeout",500
"Kumarakom",500
"Hotel Palmgrove - Menaka",500
"iD (Contemporary South Indian)",500
"KFC",500
"ID",500
"Junior Kuppanna",500
"Pizza Hut",500
"Subway",500
"Palm Jumeira",500
"Mamagoto",500
"Karachi Bakery and Cafe",500
"Nasi And Mee",500
"Chicking",500
"McDonald's",500
"Amadora Gourmet Ice Creams",500
"Hotel Pandian",500
"Agarwal Hot Chat",500
"Hotel Ayyaar Bawan",500
"Elite Restaurant",500
"Kadher Bhai Biryani",500
"Wow! Momo",500
"UBQ by Barbeque Nation",500
"The Red Box",500
"Loiee Sweets & Snacks",500
"Oven Story Pizza",500
"Faasos - Wraps & Rolls",500
"Sree Surya Bhavan",500
"Al Ajwain",500
"KFC",500
"Chorum Kootanum",500
"2 idly 1 Vadai restaurant",500
"Hotel Valasai subha",500
"KHALIDS BIRIYANI",500
"Dindigul Thalappakatti",500
"Smoke House BBQ",500
"Breakfast Express",500
"Al - Taj Biryani",500
"Wow! Momo",500
"Hotel Sri Bharathi Bhavan",500
"Kumarakom",500
"Hotel Mahalakshmi",500
"Hotel Vasantham",500
"Wendy's",500
"Wangs Kitchen",500
"Loiee Sweets & Snacks",500
"Pattanathil Paati Kadai",500
"Pizza Hut",500
"Chai Kings",500
"Hot Chips",500
"The Red Box",500
"Chaicup",500
"Parwani's Bombay Halwa House",500
"Babal Da Punjabi Dabha",500
"Hotel Saravana Bhavan",500
"zam zam fast food",500
"Simbox",500
"Oven Story Pizza",500
"Salem RR Biriyani Unavagam",500
"EatFit",500
"New Loyola Fast Foods",500
"Malabar Biriyani Center",500
"UBQ by Barbeque Nation",500
"Kerala Kitchen",500
"Naga Reju Fast Food",500
"Fish 'N' Prawn",500
"Deen Biryani",500
"Oh My Shawarma",500
"AMBUR BIRIYANI SINCE 1967",500
"Hotel Arafa",500
"Meat and Eat",500
"A1 Ambur Briyani & Kababs",500
"CakeZone",500
"Marry Brown",500
"Alif Biriyani",500
"Topi Vappa Biriyani",500
"Oven Story Pizza",500
"Venkateshwara Boli Stall",500
"Pizza Hut",500
"Hotel Ruchi",500
"BOWLD",500
"Masaledaar Desi Rasoi",500
"Kebabistaan",500
"NIC Natural Ice Creams",500
"Khalids Biriyani",500
"Bhai kadai",500
"Subway",500
"Umar Biriyani Centre - Nanganallur",500
"Sree Gupta bhavan",500
"Salem RR Biriyani Unavagam",500
"Wangs Kitchen",500
"Kumarakom",500
"NIC Natural Ice Creams",500
"Ambattur Sri Hotel Pandian",500
"Thaqwa Biriyani",500
"The Creams",500
"Dindigul Thalappakatti",500
"HOTEL RAJA BHAVAN",500
"Wow! Momo",500
"V4 Midnight Dhaba",500
"McDonald's",500
"Dine Time",500
"Sai Divya Andhra Mess",500
"Food Zone",500
"Subway",500
"Dindigul Thalappakatti",500
"Kottayam cafe Kerala Restaurant",500
"Paradise Biryani",500
"DINHOS",500
"Karaikudi Gravies",500
"Andhra Gunpowder",500
"Hot Breads",500
"Singapore Restaurant",500
"Chai Waale",500
"Chappatikings.com",500
"BUHARI",500
"Wow! Momo",500
"V4 Midnight Dhaba",500
"Wow! China",500
"Hotel Akshaya",500
"BIRIYANI HOUSE",500
"Salem RR Biriyani Unavagam",500
"Pizza Hut",500
"Hotel Crescent",500
"Aasife Biriyani",500
"Ganga Sweets",500
"Subway",500
"Parambriym Pattukottai Kamatchi Mess",500
"Yaa Mohaideen Biryani",500
"Apty Choice",500
"Wow! Momo",500
"Ceylon parotta",500
"Ganga Sweets",500
"Hotel Ganga",500
"Hot Breads",500
"Ya Rahman Biryani",500
"Cake House",500
"Ananda Sweets And Bakery",500
"The Red Box",500
"Karupatti House",500
"The Cascade",500
"LunchBox - Meals and Thalis",500
"ANBU SWEETS & BAKERY",500
"Oven Story Pizza",500
"Sree Gupta Bhavan",500
"Hot Chips",500
"MADRAS MACHANS",500
"HABBAT RESTAURANT",500
"Hotel Vasantham",500
"Indore Zayka",500
"Alagar Restaurant",500
"Salem RR Biriyani Unavagam",500
"Loiee Mithai & Rasoi",500
"Domino's Pizza",500
"Subway",500
"Pizza Hut",500
"Sree Gupta Bhavan",500
"The Flame Kitchen",500
"Savoury Sea Shell",500
"Salem RR Biriyani Restaurant",500
"Anjappar",500
"Murugan Idli Shop",500
"Prem's Graama Bhojanam",500
"Bombaysthan",500
"Munveedu",500
"NIC Natural Ice Creams",500
"Sandwich Square",500
"Rotiwala",500
"Wow! Momo",500
"Anjappar",500
"TN 22 Biryani",500
"Hotel Sri Lakshmi Sagar",500
"Subway",500
"Chinese Wox",500
"The Fruit Bowl Co",500
"Adyar Sree Bhavan",500
"Cream Stone Ice Cream",500
"KFC",500
"Malabar Point",500
"Agarwal Caterers",500
"Sri Krishna Hot Spot",500
"Writer's Cafe",500
"Hot Breads",500
"Oven Story Pizza",500
"EatFit",500
"Mughal Biriyani",500
"Alm Pranavam Restaurant",500
"Murugan Idli Shop",500
"Hotel Saravana Bhavan",500
"Anjappar",500
"Dindigul Thalappakatti",500
"Subway",500
"Vaitha's Cafe",500
"Bowld",500
"Geetha Cafe",500
"KFC",500
"The Sandwich Shop Original",500
"Sre Bakya Fast Food",500
"Hotel Metro Sagar",500
"NIC Natural Ice Creams",500
"EatFit",500
"Fruit Shop On Greams Road",500
"Shyam's Bombay Halwa House",500
"Mathsya - ( T Nagar)",500
"The Grand Sweets and Snacks - Amirtham Restaurant",500
"Coffee Shastra",500
"Madurai Sri Thevar Hotel",500
"Shree Konar Vilas",500
"Wow! Momo",500
"La Pino'z pizza",500
"Courtallam Border rahmath kadai",500
"BUHARI",500
"Chai Kings",500
"Moms Kitchen",500
"Swad",500
"Kolkata Biryani House",500
"Sulthan Family Restaurant",500
"KFC",500
"Hotel Penguin",500
"Momolicious",500
"NIC Natural Ice Creams",500
"The Side Dish Company",500
"The Belgian Waffle Co.",500
"GoParatha",500
"JR Cakes & Bakes",500
"Velu Nayaker Mess",500
"Pazhamudhir Nilayam",500
"Hotel Kannappa",500
"Ambur Star Biriyani",500
"City Restaurant",500
"Kovai Parotta Kadai",500
"Agarwal Sweet Palace",500
"KCM RESTAURAT (Peelamedu)",500
"Selvamani Canteen",500
"Haribhavanam",500
"Sree Annapoorna",500
"EatFit",500
"Denmarrk Drive-Inn Restaurant",500
"Night Out",500
"Courtallam Border Rahmath Kadai",500
"Ramesh Mess",500
"Chennai's Biriyani House",500
"Sri Krishna Tiffin Room",500
"Hyderabad Biriyani Hotel",500
"Haribhavanam",500
"HMR - GRAND KITCHEN",500
"SS Hotel",500
"Shree Anandhaas",500
"Sri Krishna Iyer Mess",500
"Dindigul Thalappakatti",500
"Sri Raja Biriyani Hotel",500
"Kailash Parbat",500
"Green tree restaurant",500
"Sharma Punjabi Restaurant",500
"Hyderabad Biriyani Hotel",500
"Attil",500
"Curry Factory",500
"Chai Kings",500
"Hotel Bai Biriyani",500
"Pandiyanadu Restaurant",500
"Thoopu Kari Virunthu",500
"MSR Biriyani",500
"Hotel chola",500
"Hotel Junior Kuppanna",500
"Hotel Annavaasal",500
"Cock Ra Co",500
"KCM Family Restaurant",500
"Meat and Eat",500
"KFC",500
"Pizza hut",500
"McDonald's",500
"Hotel Yummy",500
"Madurai Sri Munuyandi Vilas",500
"A2B Veg",500
"THIRUMALAI BHAVAN",500
"KCC(Manjakuppam Road)",500
"Rasoi",500
"Jagadamba Fast Food & Restaurant",500
"New Mughlai Restaurant",500
"Mughlai Restaurant",500
"Jugaadu Adda",500
"Tastry",500
"NIC Natural Ice Creams",500
"GREEN MIRCHI",500
"BURGER 99",500
"Ramu's Corner",500
"Swad Restaurant",500
"Darbhanga Biryani",500
"Bawarchi Restaurant",500
"Sarovar Royalee Fine Dine",500
"Sarovar's Eat N Pack",500
"Al Baik Family Restaurant",500
"Punjabi Dhaba",500
"Aman Vegetarian",500
"GHAR JAISA KHANA",500
"Ahuja Chinese Food Court",500
"Chilli'Z Restro",500
"Prakash Bhojnalaya",500
"Uss Da Dhaba",500
"Domnik Pizza (Dharampur)",500
"Burger King",500
"Nath'S Chinese",500
"Ubq By Barbeque Nation",500
"Behrouz Biryani",500
"KFC",500
"Nanys Bakery",500
"Burger Singh (Big Punjabi Burgers)",500
"Da Pepper Pizza",500
"Anandam",500
"Haldiram's",500
"Tibb's Frankie - Serving Rolls since 1969",500
"Subway",500
"KFC",500
"Biryani Blues",500
"For God's Cake",500
"Pikwik Since 1991",500
"Behrouz Biryani - Royal & Safe",500
"NIC Natural Ice Creams",500
"Zooby's Kitchen",500
"Halal Pizza Fun",500
"LunchBox - Meals and Thalis",500
"Al Bake",500
"HOD (House of Dehlicious)",500
"Kwality Walls Frozen Dessert and Ice Cream Shop",500
"BTW",500
"Oven Story Pizza",500
"Unique Pastry Shop (Madhu Vihar)",500
"South Indian Anna Madras Cafe",500
"Scorpio Cafe",500
"Just Punjabi (Pure Veg)",500
"Food Fantasy",500
"Kingdom of momos",500
"KFC",500
"Fullon Punjab (Pure Veg)",500
"Hotel Saravana Bhavan",500
"Biryani Blues",500
"Pizzasia",500
"Chinese Hawker",500
"Burger King",500
"Burger Singh (Big Punjabi Burgers)",500
"Haldiram's",500
"Murthal No.1 Parantha",500
"Biryani By Kilo",500
"Namaste Foodcy (Mayur Vihar)",500
"QD's Restaurant",500
"Fingerlicious(Vikas Marg)",500
"Taco Bell",500
"Chaayos Chai+Snacks=Relax",500
"Faasos - Wraps & Rolls",500
"LunchBox - Meals and Thalis",500
"Chawla's Chicken Corner ( Geeta Colony)",500
"Rominus Pizza And Burger",500
"H.Rolls & shawarma",500
"Chawla's Take Away (Preet Vihar)",500
"The Ruby Dhaba",500
"Nagpal Di Hatti (Gandhi Nagar)",500
"Classic Ice Cream Parlour",500
"Burger Singh (Big Punjabi Burgers)",500
"The cakewell Bakery",500
"Oven Story Pizza",500
"Jeet Restaurant",500
"Make My Thali by Punjabi Tadka",500
"Delhi-6 Food Junction",500
"Bikanervala",500
"The Burger Club",500
"Chidambaram's New Madras Hotel",500
"Anytime Restaurant",500
"Ah So Yum",500
"Amar Shonar Bangla",500
"The Kulchas",500
"Rollsking",500
"Pizza Hut",500
"Keventers - Milkshakes and Desserts",500
"Healthiemenu",500
"Creme N Crisp",500
"Hudson Chopsticks",500
"Faasos - Wraps & Rolls",500
"Call Chotu - Your Everyday Food Genie",500
"Kake Da Hotel ( Of Connaught Place Fame)",500
"C.I.A Call it Asiian",500
"Biryani Blues",500
"Dilli 19",500
"Yangkiez by Momo Mami",500
"NIC Natural Ice Creams",500
"Anupama Sweets and Restaurant",500
"FreshMenu",500
"Fat Lulu's Pizza",500
"La Pino'z Pizza",500
"Burger Singh (Big Punjabi Burgers)",500
"Aggarwal Sweet Corner & Restaurant",500
"Sameer's Restaurant",500
"BOX8 - Desi Meals",500
"Panditji Paranthe Wale Express",500
"Sandoz Ashok Vihar",500
"Amritsari Kulcha Factory (Shalimar Bagh)",500
"The cake cafe",500
"Madras Dosa & Chinese Corner (Shalimar Bagh)",500
"Burger King",500
"Bengal Sweet Corner",500
"Subway",500
"King Shawarma",500
"Chitrakut",500
"Meghraj Food Court",500
"Railway Yard",500
"Hungry Bitess",500
"Chaska Restaurant (Pitampura)",500
"Healthy Chulha",500
"The Urban Canteen (Shalimar Bagh)",500
"Pandit Ji Parantha Hut",500
"Vaishno Corner",500
"McDonald's",500
"KFC",500
"THE CAKE CAFE",500
"Hala Lebanon",500
"Cake Palace",500
"Faasos - Wraps & Rolls",500
"BAGUNDI ANDHRA KITCHEN",500
"Bengali Sweet Center",500
"Greenit",500
"Dana Choga",500
"NIC Natural Ice Creams",500
"Domino's Pizza",500
"Subway",500
"The Baker's Touch",500
"LunchBox - Meals and Thalis",500
"Chinese Hawker",500
"Mehak Food Corner",500
"KFC",500
"Gopal's 56",500
"Sanjha Chulha",500
"Pasta La Vista",500
"Heaven's Kitchen",500
"The Burger Club",500
"Flavors of Chennai",500
"Taco Bell",500
"Oven Story Pizza",500
"Shree Bhagatram",500
"Mughal Punjab",500
"Domino's Pizza",500
"NIC Natural Ice Creams",500
"Faasos - Wraps & Rolls",500
"Haldiram's",500
"Bikkgane Biryani",500
"BOX8 - Desi Meals",500
"Burger Singh (Big Punjabi Burgers)",500
"Rollsking",500
"Om Bikaner",500
"The Burger Club",500
"NIC Natural Ice Creams",500
"Lala Da Shudh Vaishno Dhaba",500
"Punjabi Tadka",500
"Rominus Pizza And Burger",500
"Shakil Chicken Corner",500
"SWAD BOX",500
"KFC",500
"The China Door",500
"Faasos - Wraps & Rolls",500
"Subway",500
"Honey & Dough",500
"Oven Story Pizza",500
"NIC Natural Ice Creams",500
"The Brass Onion",500
"Radha Krishna Chole Bhature",500
"Guru Nanak Rasoi",500
"Chawla's Tandoori Junction",500
"La Pino'z Pizza",500
"Pizzalicious",500
"Baba Hotel",500
"Bikanervala",500
"Wendy's",500
"Chaayos Chai+Snacks=Relax",500
"McDonald's",500
"Southy",500
"Taco Bell",500
"Biryani Badshah",500
"Delhi Darbar",500
"Maalgaadi by Dhaba Estd 1986 Delhi",500
"Chai Point",500
"Bagundi Andhra Kitchen",500
"Rooh Burger Cafe",500
"Biryani Blues",500
"Wow! Momo",500
"Biryani By Kilo",500
"mom hand momos",500
"Karnataka Food Centre",500
"La Pino'z Pizza",500
"Masala Kitchen",500
"Bikanervala",500
"ROLLSOME",500
"NIC Natural Ice Creams",500
"McDonald's",500
"KFC",500
"Noodle House",500
"Hari Om Chole Bhature",500
"Secular House Canteen",500
"Tiffin Story",500
"Nivetha Dosa Corner",500
"Sardar Express",500
"Faasos - Wraps & Rolls",500
"Veerji Malai Chaap Wale (Rohini)",500
"Bikanervala",500
"Apni Rasoi (Sector 9 DC Chowk, Rohini)",500
"BIKKGANE BIRYANI",500
"Wendy's",500
"Kake Da Hotel",500
"Shree Gopal Ji ke  chhole Bhature",500
"Pind Balluchi",500
"Burger Singh (Big Punjabi Burgers)",500
"Haldiram's",500
"Tandoori Magic",500
"Pikwik Since 1991",500
"Moroca (Rohini)",500
"Love Poori Wala",500
"Bhookemon",500
"Oberoi Dhaba",500
"La Pino'z Pizza",500
"Lala's Tandoor",500
"Kamal chicken biryani corner",500
"Wat-A-Burger! - India ka Burger",500
"Biryani By Kilo",500
"Thalaivars Biryani",500
"Chicago Pizza",500
"McDonald's",500
"Veggie's Kitchen",500
"Juneja Sweets",500
"NIC Natural Ice Creams",500
"Wat-A-Burger! - India ka Burger",500
"Biryani Blues",500
"My Hundred Rupee Meal",500
"Bikanervala",500
"Tunday Kababi",500
"Taco Bell",500
"Chai Point",500
"Caterspoint",500
"Rollsking",500
"Shudh Vaishno Dhaba (Mansarovar Garden)",500
"KFC",500
"Burger King",500
"NIC Natural Ice Creams",500
"SAFFRON FLAVORS",500
"Haldiram's",500
"McDonald's",500
"La Pino'z Pizza",500
"McDonald's",500
"Flavours of Chakhna",500
"Burger Singh (Big Punjabi Burgers)",500
"Chilli Vada Pav",500
"The Bowl Company",500
"Pizza Plus",500
"The Punjabi Junction",500
"The Chinese Hut",500
"Behrouz Biryani",500
"Faasos - Wraps & Rolls",500
"Chawlas2",500
"Tiffin Story",500
"Mughlai Junction",500
"NIC Natural Ice Creams",500
"Wakhra Swaad",500
"Wrappers",500
"New Madras Cafe",500
"Chaayos Chai+Snacks=Relax",500
"Haldiram's",500
"THEOBROMA",500
"FOOD 24BY7",500
"Green Dot",500
"Biryani By Kilo",500
"Biryani Blues",500
"Sab Ki Rasoi Madras Cafe",500
"The Burger Club",500
"Dwarka Restaurant",500
"Caterspoint",500
"FRESHQO",500
"NIC Natural Ice Creams",500
"BTW",500
"KFC",500
"Burger King",500
"Bakingo",500
"Chatore",500
"Taco Bell",500
"Sardar Ji Late Night Kitchen (Rajouri Garden)",500
"Roll Nama",500
"Prem Di Hatti",500
"The Tummy Section",500
"Paramjeet Machhi Wala",500
"Naan Sliders Co",500
"The Mughal Trail",500
"Patiala Shahi Chicken Corner",500
"Insta Pizza",500
"Sethi Family Restaurant & Barbeque (Rajouri Garden)",500
"FCF Chaap & Kebabs",500
"Momos Corner",500
"Chawla Family Restaurant",500
"Burgrill - The Win Win Burger",500
"The Momo Chutney",500
"Chai Point",500
"Dunkin'",500
"Louis Burger",500
"KFC",500
"Burger Singh (Big Punjabi Burgers)",500
"Standard Snacks & Restaurant",500
"Biryani By Kilo",500
"Subway",500
"Haldiram's",500
"Changezi",500
"The Burger Club",500
"McDonald's",500
"Hong's Kitchen",500
"Burgrill - The Win Win Burger",500
"Chaayos Chai+Snacks=Relax",500
"Rollsking",500
"SGF - Spice Grill Flame (NSP)",500
"Hashtag Foods",500
"Mikky Peshawari Chicken & Fish (Since 1998)",500
"OM Corner",500
"La Pino'z Pizza",500
"Taco Bell",500
"Pind Balluchi",500
"Marv's Pizza",500
"Chaayos Chai+Snacks=Relax",500
"Fullon Punjab",500
"UBQ by Barbeque Nation",500
"JUST PUNJABI",500
"KFC",500
"Domino's Pizza",500
"Caterspoint",500
"Murthal No.1 Parantha",500
"Al Bake",500
"Bhanu Food Outlet",500
"NIC Natural Ice Creams",500
"Faasos - Wraps & Rolls",500
"Flavors Of Chennai",500
"Biryani Blues",500
"Wah Ji Wah",500
"Kolkata Kathi Roll",500
"Aggarwal sweets & Restaurant",500
"Pizza Hut",500
"Rollsking",500
"Salad Days",500
"Wat-A-Burger! - India ka Burger",500
"Hira Sweets & Confectionary Pvt.Ltd",500
"Rp's Rice Bowls",500
"Wow! Calcutta",500
"Gulab Wala",500
"Bikanervala",500
"Kozy The Art Of Fine Dining",500
"The Biryani Story",500
"Biryani Mahal",500
"Hotel New Sagar",500
"Hotel PKP Grand",500
"New Restaurant High Class veg and Nonveg",500
"Oink Infinity",500
"Letz Go",500
"The Shuffle",500
"Food Infinity",500
"Vivera Grande Restaurant",500
"Cake Dilim",500
"Shree Saravana Bhavan",500
"Kolapasi (Hotel Chenduran Park)",500
"Mughal Darbar",500
"Hotel Kohitoor",500
"Live Barbeque",500
"Punjabi Masala",500
"Raza Star Biryani",500
"Hai Food Park",500
"Relax Tea Corner & Restaurant",500
"Orange Restaurant",500
"Gummadi Grand",500
"Pride Bowl",500
"Sweet Magic (Fire station)",500
"KFC",500
"Taj Hotel",500
"Olive n' Basil",500
"Velu Mess",500
"AM Briyani",500
"Erode Sakthi Punjabi",500
"Sri Erode Punjaabi Family Restaurant",500
"ROWTHAR BIRIYANI AND FAST FOOD",500
"Santhosh Mess",500
"Sri Nila Fast Food",500
"Anjappar Chettinad Restaurant",500
"Sri Restaurant",500
"Kokkarako-Briyani & Restaurant",500
"Zolo",500
"Hotel Paviesh Park",500
"Jai New Ramaraj Bhavan",500
"La Pino'z Pizza",500
"Biryani By Kilo",500
"The Burger Club",500
"Glocal kitchen",500
"Chai Point",500
"Premier Chinese Cafe Since 1995",500
"Bansal Dhaba",500
"The Curry Co",500
"Chaudhary's",500
"Punjabi Chulha",500
"Silbuttah Story by Berco's",500
"Milan Sweet House (Sec-11)",500
"HR -51",500
"Sethi Dhaba",500
"Khaane Ki Dukaan",500
"NFC Fast Food",500
"The Hawkers",500
"Dominic's Pizza",500
"Mirchi Express",500
"Shyam Punjabi Parcel Point",500
"Ganesh Food Zone - Mavdi",500
"Naples Pizza - Mavdi",500
"Shreeji Prasadam",500
"La Milano Pizzeria",500
"The Grand Thakkar Restaurant",500
"Vikrambhai Chavda Food Zone",500
"Pizza Hut",500
"Babji Grill Kitchen",500
"Tirupati Food Corner",500
"Patel Dining Hall",500
"NIC Natural Ice Creams",500
"Adingo",500
"UBQ by Barbeque Nation",500
"Sher-E-Punjab Hotel Since 1965",500
"Singh Burger",500
"Rangrezza",500
"Diamond Pizza",500
"Bobi's Restaurant Since 1963",500
"UBQ by Barbeque Nation",500
"Shubham Sweets & Restaurant",500
"Bismillah Biryani point",500
"Tamarind Restaurant",500
"Madeena multicuisine Family Restaurant",500
"KFC",500
"Modern pizza world Brodipet",500
"Sri Mayura Family Garden Restaurant",500
"SRI GANESH FOOD COURT",500
"Mourya Biryani Point-Arundelpet",500
"CakeZone",500
"Sri Mayura",500
"Basha Hotel",500
"KAKATIYA BIRYANI'S",500
"Bowl & Barbeque",500
"AL AJAIB RESTAURANT",500
"Bakers Fun",500
"Sweet Magic",500
